time,thermal
0.02382183074951172,47584
2.114485025405884,48467
4.200613975524902,49301
6.274278879165649,49596
8.347169160842896,50038
10.430625200271606,50381
12.503970861434937,50528
14.584916114807129,50774
16.663120985031128,51019
18.75093102455139,51215
20.83073115348816,51313
22.913717031478882,51510
25.003658056259155,51608
27.08565402030945,51706
29.168209075927734,51755
31.246408939361572,52000
33.33055591583252,52000
35.414114236831665,52148
37.49666690826416,52246
39.58565402030945,52442
41.677173137664795,52442
43.76740097999573,52540
45.84561491012573,52540
47.93159890174866,52638
50.01673889160156,52246
52.1322021484375,51902
54.244343996047974,51706
56.36302185058594,51510
58.510555028915405,51412
60.6186158657074,51166
62.729984998703,51117
64.83682894706726,51019
66.95986700057983,50970
69.06570196151733,50872
71.185231924057,50725
73.2955629825592,50675
75.41311502456665,50872
77.50775194168091,51215
79.59617304801941,51804
81.6883909702301,52246
83.77859115600586,52393
85.87866401672363,52540
87.98110294342041,52737
90.08197093009949,52933
92.17480516433716,52933
94.28117108345032,52687
96.37206506729126,52835
98.47413682937622,52344
100.58066010475159,52099
102.6873209476471,52050
104.81367087364197,51853
106.9440050125122,52050
109.04397082328796,52000
111.12999987602234,52442
113.22695398330688,52442
115.32578706741333,52687
117.42268395423889,52933
119.52521800994873,52737
121.6441650390625,52835
123.76529097557068,52344
125.87244915962219,52197
127.97834205627441,52246
130.0719859600067,52246
132.17208981513977,52442
134.27356600761414,52638
136.3692328929901,52884
138.48379921913147,53031
140.58999300003052,53031
142.7099289894104,52933
144.82568883895874,52589
146.9303481578827,52687
149.0180208683014,52442
151.17015409469604,52393
153.30541801452637,52589
155.39388918876648,52933
157.4963059425354,52982
159.5902931690216,53276
161.68735909461975,53620
163.80533504486084,53325
165.9398169517517,52982
168.05885195732117,52933
170.1573588848114,52737
172.2712321281433,52884
174.403568983078,52687
176.5089418888092,52786
178.61693596839905,52737
180.72859716415405,52442
182.86390781402588,52491
185.00867700576782,52393
187.1472189426422,52491
189.26758885383606,52344
191.35664010047913,52638
193.4461169242859,52295
195.54225707054138,52197
197.67593002319336,52246
199.78111290931702,52148
201.90605401992798,52246
204.0136489868164,52295
206.16467690467834,52295
208.29697799682617,52344
210.41121006011963,52344
212.5141019821167,52393
214.63928508758545,52344
216.76528215408325,52589
218.87428903579712,52344
220.9906041622162,52344
223.07889795303345,52344
225.1903691291809,52295
227.30999088287354,52295
229.43441319465637,52197
231.54577016830444,52540
233.66268610954285,52295
235.76892805099487,52197
237.89511513710022,52295
239.99848198890686,52246
242.1014449596405,52540
244.17981696128845,52835
246.30759501457214,53276
248.39351415634155,53031
250.5034692287445,52737
252.63837003707886,52786
254.74243211746216,52884
256.84639286994934,53129
258.9503481388092,52933
261.05038690567017,52835
263.22572898864746,52884
265.3103859424591,52884
267.41688299179077,52982
269.532968044281,52933
271.6321930885315,53031
273.7387399673462,53031
275.8560531139374,52835
277.95225405693054,53227
280.04436206817627,53522
282.13657999038696,53767
284.25176191329956,53865
286.36086678504944,54405
288.4468219280243,53767
290.54980421066284,53767
292.66095900535583,53620
294.75503492355347,53522
296.8575189113617,53522
298.96679496765137,53375
301.08674597740173,53227
303.30800700187683,53424
305.4254789352417,53276
307.53423500061035,53276
309.6525239944458,53129
311.74877095222473,53276
313.8541741371155,53276
315.9701919555664,53227
318.07485604286194,53227
320.1846101284027,53178
322.2769320011139,53178
324.38425397872925,53227
326.48514318466187,53276
328.58072900772095,53178
330.68283200263977,53129
332.7775490283966,53178
334.8753900527954,53571
336.97903299331665,53914
339.08077096939087,54111
341.18850207328796,54454
343.35201382637024,54258
345.46027302742004,54062
347.57707595825195,54012
349.69432616233826,53816
351.81317591667175,54062
353.91465306282043,53914
356.0340738296509,53669
358.15214705467224,53767
360.2708580493927,53620
362.3994870185852,53522
364.50075912475586,53620
366.5936269760132,53865
368.6983799934387,53669
370.8180720806122,53522
372.93303394317627,53669
375.034245967865,53571
377.15075302124023,53669
379.2676010131836,53522
381.38024497032166,53865
383.4728100299835,53522
385.58721590042114,53375
387.7051479816437,53522
389.8175480365753,53571
391.94033908843994,53473
394.0445809364319,53473
396.16458916664124,53473
398.3499619960785,53865
400.45023488998413,54062
402.5396430492401,54749
404.6535520553589,54405
406.8025040626526,54258
408.9372010231018,54012
411.06151723861694,54062
413.15998911857605,53914
