time,thermal
0.025686025619506836,42480
2.102825880050659,43903
4.232081890106201,44689
6.330067873001099,45130
8.439576864242554,45425
10.564481019973755,45670
12.669917821884155,45964
14.79419493675232,46112
16.918319702148438,46259
19.048563957214355,46406
21.15033984184265,46553
23.30604076385498,46750
25.423463821411133,46897
27.52297592163086,46995
29.64719796180725,46995
31.758349657058716,47191
33.87415671348572,47142
35.99213981628418,47338
38.11120581626892,47437
40.22168493270874,47486
42.34127473831177,47486
44.461941957473755,47584
46.5739529132843,47682
48.69856381416321,47829
50.81041979789734,47976
52.9298198223114,47927
55.060502767562866,47976
57.17559766769409,48075
59.29264283180237,48124
61.40228581428528,48271
63.51307797431946,48222
65.61146593093872,48418
67.72545671463013,48271
69.84179997444153,48320
71.97525095939636,48320
74.08539390563965,48516
76.19370484352112,48614
78.29298377037048,48614
80.42539882659912,48663
82.5454306602478,48614
84.65956687927246,48663
86.80044293403625,48663
88.93363285064697,48762
91.06408977508545,48860
93.17573881149292,48811
95.30603790283203,48811
97.4468457698822,48762
99.5617778301239,48860
101.65342473983765,49400
103.77237582206726,49449
105.89665794372559,49301
108.02001166343689,49498
110.14180374145508,49400
112.26653575897217,49498
114.38234686851501,49547
116.5063419342041,49841
118.62470078468323,49694
120.75069069862366,49890
122.8605740070343,49841
125.00509905815125,49939
127.12797379493713,50087
129.25512075424194,50087
131.3651328086853,50332
133.45828986167908,50038
135.57448482513428,50087
137.7048797607422,50774
139.8101818561554,50921
141.9077639579773,51117
144.01913690567017,51657
146.11330676078796,51608
148.22442293167114,51313
150.35664796829224,51264
152.47796201705933,51117
154.6017677783966,51166
156.69447565078735,51215
158.79991674423218,51461
160.8962278366089,51510
162.97871589660645,51804
165.09860682487488,52000
167.20982193946838,51853
169.316410779953,51608
171.43034601211548,51412
173.5442008972168,51166
175.67857575416565,51215
177.80657982826233,51166
179.9213969707489,51313
182.01449489593506,51510
184.1030306816101,51706
186.24427580833435,52099
188.41943764686584,52491
190.5170660018921,52197
192.64369893074036,52050
194.77336764335632,51804
196.8930549621582,51951
198.99554991722107,51755
201.11076879501343,51706
203.24433374404907,51657
205.34386682510376,51559
207.47548079490662,51559
209.57940483093262,51510
211.69038891792297,51657
213.8207769393921,51559
215.9173698425293,51461
218.00853180885315,51412
220.10967087745667,51510
222.22445964813232,51461
224.3406548500061,51461
226.4542407989502,51804
228.55793380737305,51313
230.65326166152954,51215
232.74624490737915,51412
234.85697269439697,51412
236.9450168609619,51412
239.04837679862976,51412
241.14391493797302,51461
243.31434869766235,51559
245.44284081459045,51510
247.54562282562256,51706
249.67280387878418,51510
251.78180575370789,51657
253.89329981803894,51559
256.01763582229614,51461
258.1247696876526,51657
260.23112869262695,51559
262.3555278778076,51608
264.4756679534912,51804
266.59537386894226,51657
268.7258036136627,51461
270.82726287841797,51510
272.9631040096283,51657
275.0622148513794,51853
277.19369983673096,51902
279.31669569015503,51951
281.4126298427582,52099
283.49940180778503,51804
285.61762261390686,51755
287.7368447780609,51853
289.8487458229065,51804
291.96415185928345,51951
294.06154775619507,51853
296.1729369163513,51755
298.34466671943665,51804
300.4555878639221,51853
302.5545988082886,51902
304.66995787620544,52442
306.7543029785156,52589
308.8593678474426,53031
310.9785716533661,52638
313.08737683296204,52589
315.18762278556824,52344
317.29717564582825,52246
319.3992748260498,52099
321.47803688049316,52393
323.590206861496,52148
325.6916129589081,52344
327.79899883270264,52344
329.90136075019836,52148
332.012886762619,52589
334.1070747375488,52246
336.2123079299927,52393
338.31929779052734,52295
340.43525671958923,52246
342.5473847389221,52246
344.67558097839355,52197
346.80957794189453,52295
348.92775774002075,52295
351.0468349456787,52099
353.17195177078247,52197
