time,thermal
0.02359604835510254,37328
2.1023988723754883,38359
4.190855979919434,38849
6.273684978485107,39389
8.380980014801025,39683
10.492727041244507,39732
12.61587405204773,40027
14.73093295097351,40174
16.834829807281494,40419
18.939069032669067,40714
21.064929008483887,40763
23.185291051864624,40959
25.303005933761597,41253
27.410236835479736,41204
29.523689031600952,41401
31.68334698677063,41548
33.8199827671051,41646
35.955893993377686,41695
38.1098849773407,41793
40.2385778427124,41940
42.37165594100952,41989
44.49166178703308,42186
46.61003088951111,42333
48.728792905807495,42578
50.853322982788086,42627
52.95188879966736,42676
55.06064009666443,42775
57.18430805206299,42873
59.31532597541809,42922
61.43393111228943,43020
63.560163736343384,43069
65.66995191574097,43118
67.78096580505371,43216
69.91099286079407,43364
72.02697396278381,43314
74.14158177375793,43462
76.26395606994629,43560
78.40757989883423,43707
80.52179479598999,43560
82.64551401138306,43560
84.7552421092987,43658
86.86600184440613,43707
88.99518275260925,43756
91.10969805717468,43805
93.24066376686096,43805
95.35935997962952,43903
97.46588587760925,43952
99.58714294433594,43952
101.69356393814087,43903
103.82489800453186,44051
105.9333188533783,44100
108.03879308700562,44198
110.15981602668762,44100
112.27790069580078,44296
114.40313816070557,44345
116.5289318561554,44689
118.65482091903687,44590
120.7734580039978,44590
122.89662790298462,44787
125.02665591239929,44689
127.15132904052734,44836
129.25631499290466,44934
131.3483989238739,44983
133.43870496749878,45032
135.53321981430054,45130
137.65009784698486,45130
139.76479482650757,45326
141.88746190071106,45277
143.99026370048523,45326
146.09765577316284,45425
148.2555320262909,45376
150.36405086517334,45523
152.4576609134674,45866
154.56197500228882,46063
156.65535283088684,46357
158.74866390228271,46455
160.8417408466339,46455
162.9473578929901,46161
165.06782388687134,46259
167.1763949394226,46112
169.29083800315857,45915
171.39480090141296,46210
173.49433183670044,46602
175.58737993240356,46701
177.73127102851868,47044
179.83612179756165,46946
181.9496190547943,46701
184.06795501708984,46602
186.19438791275024,46553
188.2985417842865,46553
190.42768907546997,46553
192.53709483146667,46504
194.6362109184265,46701
196.72215509414673,47093
198.8295497894287,47240
200.92191171646118,47437
203.1400408744812,47682
205.24521589279175,47338
207.36953806877136,47240
209.48887705802917,47191
211.59277892112732,47240
213.7034249305725,47142
215.8125660419464,46897
217.92858386039734,46946
220.05701303482056,47044
222.15935897827148,46995
224.29468297958374,46897
226.3940098285675,47142
228.5022931098938,46897
230.62817287445068,46750
232.77656602859497,46848
234.90296506881714,46897
237.01646995544434,46750
239.11595177650452,46848
241.22322583198547,47486
243.32342982292175,47142
245.46417212486267,46946
247.58923292160034,47093
249.71054911613464,47240
251.8428738117218,47240
253.94114899635315,47289
256.07246804237366,47142
258.23077297210693,47191
260.3516948223114,47093
262.4656960964203,47142
264.58075404167175,47240
266.69395685195923,47240
