time,thermal
0.023786067962646484,37475
2.1095149517059326,38408
4.2225501537323,39291
6.3152289390563965,39732
8.447196006774902,40076
10.5661461353302,40370
12.690742015838623,40812
14.81100606918335,40910
16.927047967910767,41008
19.045991897583008,41253
21.16255211830139,41450
23.28507900238037,41695
25.414252042770386,41744
27.531368017196655,41842
29.663599967956543,41940
31.781784057617188,42039
33.92128396034241,42235
36.038613080978394,42284
38.17171311378479,42480
40.27986192703247,42529
42.40709614753723,42627
44.520336866378784,42775
46.63225197792053,42824
48.72443199157715,42971
50.84013295173645,43069
52.94909691810608,43167
55.063328981399536,43216
57.18239498138428,43314
59.32154083251953,43265
61.44713497161865,43511
63.563820123672485,43560
65.71569585800171,43511
67.8417239189148,43560
69.94710803031921,43707
72.06652498245239,43805
74.17227602005005,43805
76.28804612159729,43854
78.40754795074463,43903
80.5241219997406,44001
82.63564395904541,44051
84.76151084899902,44247
86.86876797676086,44394
88.97307896614075,44492
91.07410097122192,44541
93.1956307888031,44689
95.3122980594635,44738
97.44454407691956,44885
99.57172894477844,44934
101.70248985290527,45277
103.86065101623535,45081
106.00159907341003,45179
108.11781787872314,45277
110.23455309867859,45326
112.4004259109497,45670
114.55206990242004,45817
116.68623685836792,46161
118.77421116828918,45915
120.89846086502075,45768
122.99515080451965,46063
125.08264994621277,46308
127.17928409576416,46602
129.26189184188843,46995
131.36248803138733,46995
133.47236800193787,46897
135.58152294158936,46701
137.70246410369873,46602
139.8317289352417,46553
141.94620180130005,46701
144.06421780586243,46651
146.15396690368652,46799
148.2392430305481,47191
150.34853601455688,47388
152.43733310699463,47633
154.52562999725342,47976
156.61301708221436,47927
158.7149109840393,47584
160.81850504875183,47388
162.9408860206604,47486
165.0686058998108,47437
167.1836061477661,47486
169.30232977867126,47927
171.40073490142822,48124
173.49621105194092,48369
175.5884759426117,48271
177.70069193840027,47976
179.81256294250488,47878
181.94631505012512,47682
184.06327199935913,47633
186.19056582450867,47584
188.30609893798828,47633
190.41821789741516,47584
192.5306520462036,47584
194.66062998771667,47633
196.77326798439026,48320
198.89082407951355,48026
201.01912188529968,47878
203.1186079978943,47829
205.2246651649475,47878
207.34691500663757,47829
209.45039701461792,47878
211.56730604171753,48320
213.66453409194946,48124
215.78177690505981,48075
217.9023518562317,48124
220.02506804466248,48075
222.14309787750244,48173
224.25027513504028,48222
226.42806720733643,48222
228.59219574928284,48271
230.6923189163208,48271
232.79224801063538,48222
234.8848259449005,48271
236.98960304260254,48271
239.1041181087494,48173
241.2233009338379,48124
243.32395696640015,48173
245.42772006988525,48222
247.53059005737305,48369
249.63521099090576,48418
251.75907397270203,48614
253.88007712364197,48369
255.9762828350067,48369
258.076052904129,48418
260.19106006622314,48418
262.28874492645264,48516
264.4015328884125,48467
266.5602090358734,48860
268.6543159484863,48614
270.7552788257599,48467
272.8635342121124,48713
274.9676411151886,48713
277.07956314086914,48860
279.1849510669708,48811
281.31226086616516,48811
283.4426620006561,48909
285.54747700691223,48811
287.6401870250702,49007
289.7427499294281,49056
291.8368101119995,49400
293.94343876838684,49596
296.05492901802063,49743
298.19647097587585,50136
300.287761926651,50136
302.38382387161255,50185
304.4967129230499,49890
306.59444308280945,50381
308.69149708747864,49939
310.8140079975128,49841
312.9472188949585,49645
315.05442214012146,49792
317.1609637737274,49792
319.2771441936493,49792
321.45141196250916,49792
323.58909010887146,49792
325.7118949890137,49694
327.85194301605225,49890
329.96344089508057,49939
332.0542757511139,49988
334.1581609249115,49792
336.2655408382416,49841
338.4013340473175,49939
340.5300359725952,49841
342.67921686172485,49890
344.8253901004791,49890
346.91380190849304,50087
349.0174767971039,50774
351.1059651374817,50970
353.19230103492737,51363
355.29767084121704,50823
357.4078688621521,50823
359.5237829685211,50479
361.63733887672424,50528
363.7594859600067,50430
365.8789780139923,50381
367.98114800453186,50332
370.1001899242401,50479
372.23967599868774,50528
374.3619520664215,50430
376.5057899951935,50381
378.63404607772827,50381
380.75469493865967,50234
382.86561703681946,50626
384.9887399673462,50332
387.1099388599396,50479
389.222284078598,50430
391.3274869918823,50332
393.55690813064575,50479
